reference_name,target_name,reference_network,induced_network,name_dct,num_assignment_pair,is_truncated,probability_of_occurrence_strong,truncated_strong,probability_of_occurrence_weak,truncated_weak,estimated_poc_strong,estimated_poc_weak
BIOMD0000001045,BIOMD0000000172,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","9388608: 3 species, 2 reactions
  PGM: P3G -> P2G
  ENO: P2G -> PEP","{""species_names"": {""Infected"": ""P2G"", ""Recovered"": ""PEP"", ""Susceptible"": ""P3G""}, ""reaction_names"": {""Susceptible_to_Infected"": ""PGM"", ""Infected_to_Recovered"": ""ENO""}}",1,False,,,,,0.42897157125565233,0.43026498759701737
BIOMD0000001045,BIOMD0000000017,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","2886293: 3 species, 2 reactions
  R9: AcLac -> AcetoinIn
  R10: AcetoinIn -> AcetoinOut","{""species_names"": {""Infected"": ""AcetoinIn"", ""Recovered"": ""AcetoinOut"", ""Susceptible"": ""AcLac""}, ""reaction_names"": {""Susceptible_to_Infected"": ""R9"", ""Infected_to_Recovered"": ""R10""}}",2,False,,,,,0.33824814156956595,0.3393529316264742
BIOMD0000001045,BIOMD0000000736,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","8949429: 3 species, 2 reactions
  BM_RBC: FeBM -> FeRBC
  RBC_Spleen: FeRBC -> FeSpleen","{""species_names"": {""Infected"": ""FeRBC"", ""Recovered"": ""FeSpleen"", ""Susceptible"": ""FeBM""}, ""reaction_names"": {""Susceptible_to_Infected"": ""BM_RBC"", ""Infected_to_Recovered"": ""RBC_Spleen""}}",3,False,,,,,0.47732074121266044,0.4786913302145087
BIOMD0000001045,BIOMD0000000479,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","7156729: 3 species, 2 reactions
  R42: z1 -> z2
  R43: z2 -> z3","{""species_names"": {""Infected"": ""z2"", ""Recovered"": ""z3"", ""Susceptible"": ""z1""}, ""reaction_names"": {""Susceptible_to_Infected"": ""R42"", ""Infected_to_Recovered"": ""R43""}}",1,False,,,,,0.7268063924335173,0.7282372708064815
BIOMD0000001045,BIOMD0000000064,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","4152376: 3 species, 2 reactions
  vPGM: P3G -> P2G
  vENO: P2G -> PEP","{""species_names"": {""Infected"": ""P2G"", ""Recovered"": ""PEP"", ""Susceptible"": ""P3G""}, ""reaction_names"": {""Susceptible_to_Infected"": ""vPGM"", ""Infected_to_Recovered"": ""vENO""}}",1,False,,,,,0.3942788949647589,0.3955066181400715
BIOMD0000001045,BIOMD0000000688,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","4007558: 3 species, 2 reactions
  Infection_1: x -> y_0
  Infected_cell_infection_progression_1: y_0 -> y_1","{""species_names"": {""Infected"": ""y_0"", ""Recovered"": ""y_1"", ""Susceptible"": ""x""}, ""reaction_names"": {""Susceptible_to_Infected"": ""Infection_1"", ""Infected_to_Recovered"": ""Infected_cell_infection_progression_1""}}",3,False,,,,,0.5871660893942139,0.5886415876141216
BIOMD0000001045,BIOMD0000000035,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","2707315: 3 species, 2 reactions
  Reaction3: C -> R
  Reaction4: R -> EmptySet","{""species_names"": {""Infected"": ""R"", ""Recovered"": ""EmptySet"", ""Susceptible"": ""C""}, ""reaction_names"": {""Susceptible_to_Infected"": ""Reaction3"", ""Infected_to_Recovered"": ""Reaction4""}}",1,False,,,,,0.3761499792611691,0.37734013805795186
BIOMD0000001045,BIOMD0000000105,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","5181615: 3 species, 2 reactions
  Aggregation2: AggP + MisP -> 2.0 AggP
  SequesteringOfAggregates: AggP -> SeqAggP","{""species_names"": {""Infected"": ""AggP"", ""Recovered"": ""SeqAggP"", ""Susceptible"": ""MisP""}, ""reaction_names"": {""Susceptible_to_Infected"": ""Aggregation2"", ""Infected_to_Recovered"": ""SequesteringOfAggregates""}}",9,False,,,,,0.937468889865523,0.9381664946718097
BIOMD0000001045,BIOMD0000000206,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","2496626: 3 species, 2 reactions
  v5: s5 -> s6
  v6: s6 -> na","{""species_names"": {""Infected"": ""s6"", ""Recovered"": ""na"", ""Susceptible"": ""s5""}, ""reaction_names"": {""Susceptible_to_Infected"": ""v5"", ""Infected_to_Recovered"": ""v6""}}",1,False,,,,,0.27703439999724777,0.2779829158631415
BIOMD0000001045,BIOMD0000000597,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","2315253: 3 species, 2 reactions
  cCOP1n_import: cCOP1c -> cCOP1n
  cCOP1d_activ: cCOP1n -> cCOP1d","{""species_names"": {""Infected"": ""cCOP1n"", ""Recovered"": ""cCOP1d"", ""Susceptible"": ""cCOP1c""}, ""reaction_names"": {""Susceptible_to_Infected"": ""cCOP1n_import"", ""Infected_to_Recovered"": ""cCOP1d_activ""}}",1,False,,,,,0.8082299954722378,0.8095074267003859
BIOMD0000001045,BIOMD0000000737,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","7899893: 3 species, 2 reactions
  BM_RBC: FeBM -> FeRBC
  RBC_Spleen: FeRBC -> FeSpleen","{""species_names"": {""Infected"": ""FeRBC"", ""Recovered"": ""FeSpleen"", ""Susceptible"": ""FeBM""}, ""reaction_names"": {""Susceptible_to_Infected"": ""BM_RBC"", ""Infected_to_Recovered"": ""RBC_Spleen""}}",3,False,,,,,0.47732074121266044,0.4786913302145087
BIOMD0000001045,BIOMD0000000708,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","6676102: 3 species, 2 reactions
  reaction_6: S_h -> I_h
  reaction_10: I_h -> R_h","{""species_names"": {""Infected"": ""I_h"", ""Recovered"": ""R_h"", ""Susceptible"": ""S_h""}, ""reaction_names"": {""Susceptible_to_Infected"": ""reaction_6"", ""Infected_to_Recovered"": ""reaction_10""}}",1,False,,,,,0.27703439999724777,0.2779829158631415
BIOMD0000001045,BIOMD0000001033,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","6139865: 3 species, 2 reactions
  M1_polarisation: M1_macrophages -> Uninfected_M2_macrophages
  M2_infection: Uninfected_M2_macrophages -> Infected_M2_macrophages","{""species_names"": {""Infected"": ""Uninfected_M2_macrophages"", ""Recovered"": ""Infected_M2_macrophages"", ""Susceptible"": ""M1_macrophages""}, ""reaction_names"": {""Susceptible_to_Infected"": ""M1_polarisation"", ""Infected_to_Recovered"": ""M2_infection""}}",1,False,,,,,0.3184422547374054,0.31949889820101085
BIOMD0000001045,BIOMD0000000007,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","520344: 3 species, 2 reactions
  Rum1DegInG2R: G2R -> G2K
  Cdc2Phos: G2K -> PG2","{""species_names"": {""Infected"": ""G2K"", ""Recovered"": ""PG2"", ""Susceptible"": ""G2R""}, ""reaction_names"": {""Susceptible_to_Infected"": ""Rum1DegInG2R"", ""Infected_to_Recovered"": ""Cdc2Phos""}}",1,False,,,,,0.5215761706169049,0.5230015300493831
BIOMD0000001045,BIOMD0000000214,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","23389: 3 species, 2 reactions
  E2Ftrl: E1F -> E2F
  PFtrl: E2F -> PF","{""species_names"": {""Infected"": ""E2F"", ""Recovered"": ""PF"", ""Susceptible"": ""E1F""}, ""reaction_names"": {""Susceptible_to_Infected"": ""E2Ftrl"", ""Infected_to_Recovered"": ""PFtrl""}}",4,False,,,,,0.5072571957597053,0.5086665787271744
BIOMD0000001045,BIOMD0000000071,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","6315780: 3 species, 2 reactions
  vGPO: Gly3P -> DHAP
  vTPI: DHAP -> GAP","{""species_names"": {""Infected"": ""DHAP"", ""Recovered"": ""GAP"", ""Susceptible"": ""Gly3P""}, ""reaction_names"": {""Susceptible_to_Infected"": ""vGPO"", ""Infected_to_Recovered"": ""vTPI""}}",1,False,,,,,0.33824814156956595,0.3393529316264742
BIOMD0000001045,BIOMD0000000598,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","1076887: 3 species, 2 reactions
  cCOP1n_import: cCOP1c -> cCOP1n
  cCOP1d_activ: cCOP1n -> cCOP1d","{""species_names"": {""Infected"": ""cCOP1n"", ""Recovered"": ""cCOP1d"", ""Susceptible"": ""cCOP1c""}, ""reaction_names"": {""Susceptible_to_Infected"": ""cCOP1n_import"", ""Infected_to_Recovered"": ""cCOP1d_activ""}}",1,False,,,,,0.8082299954722378,0.8095074267003859
BIOMD0000001045,BIOMD0000000354,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","6513684: 3 species, 2 reactions
  mw69f19152_7258_45b0_bf9e_b196f19d7e03: CaM -> CaI
  JPump: CaI -> CaS","{""species_names"": {""Infected"": ""CaI"", ""Recovered"": ""CaS"", ""Susceptible"": ""CaM""}, ""reaction_names"": {""Susceptible_to_Infected"": ""mw69f19152_7258_45b0_bf9e_b196f19d7e03"", ""Infected_to_Recovered"": ""JPump""}}",4,False,,,,,0.27703439999724777,0.2779829158631415
BIOMD0000001045,BIOMD0000000315,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","8356097: 3 species, 2 reactions
  pol_aa: alpha_T1 -> alpha_alpha_T1
  nick_aa: alpha_alpha_T1 -> alpha_T1_alpha","{""species_names"": {""Infected"": ""alpha_alpha_T1"", ""Recovered"": ""alpha_T1_alpha"", ""Susceptible"": ""alpha_T1""}, ""reaction_names"": {""Susceptible_to_Infected"": ""pol_aa"", ""Infected_to_Recovered"": ""nick_aa""}}",3,False,,,,,0.5489778954448217,0.5504289420715436
BIOMD0000001045,BIOMD0000000575,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","3629958: 3 species, 2 reactions
  J1: Alpha_synuclein -> Protofibril
  J2: Protofibril -> Fibril","{""species_names"": {""Infected"": ""Protofibril"", ""Recovered"": ""Fibril"", ""Susceptible"": ""Alpha_synuclein""}, ""reaction_names"": {""Susceptible_to_Infected"": ""J1"", ""Infected_to_Recovered"": ""J2""}}",1,False,,,,,0.8192136224815654,0.8204607496651136
BIOMD0000001045,BIOMD0000000796,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","8699688: 3 species, 2 reactions
  pre_angiogenesis: E -> P
  pa_conversion: P -> A","{""species_names"": {""Infected"": ""P"", ""Recovered"": ""A"", ""Susceptible"": ""E""}, ""reaction_names"": {""Susceptible_to_Infected"": ""pre_angiogenesis"", ""Infected_to_Recovered"": ""pa_conversion""}}",1,False,,,,,0.3184422547374054,0.31949889820101085
BIOMD0000001045,BIOMD0000000964,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","175772: 3 species, 2 reactions
  Susceptible_to_Exposed: Susceptible -> Exposed
  Symptomatic_infection_from_Exposed: Exposed -> Infected_Symptomatic","{""species_names"": {""Infected"": ""Exposed"", ""Recovered"": ""Infected_Symptomatic"", ""Susceptible"": ""Susceptible""}, ""reaction_names"": {""Susceptible_to_Infected"": ""Susceptible_to_Exposed"", ""Infected_to_Recovered"": ""Symptomatic_infection_from_Exposed""}}",4,False,,,,,0.33824814156956595,0.3393529316264742
BIOMD0000001045,BIOMD0000000355,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","9215987: 3 species, 2 reactions
  JChannel: CaS -> CaI
  mwa61047ec_49c1_47b2_b78e_4d84a33d432a: CaI -> mw013a7c64_a9ec_483c_b3b8_ed658337ee95","{""species_names"": {""Infected"": ""CaI"", ""Recovered"": ""mw013a7c64_a9ec_483c_b3b8_ed658337ee95"", ""Susceptible"": ""CaS""}, ""reaction_names"": {""Susceptible_to_Infected"": ""JChannel"", ""Infected_to_Recovered"": ""mwa61047ec_49c1_47b2_b78e_4d84a33d432a""}}",4,False,,,,,0.3942788949647589,0.3955066181400715
BIOMD0000001045,BIOMD0000000050,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","2480465: 3 species, 2 reactions
  v13: Glu -> _3DG
  v5: _3DG -> Cn","{""species_names"": {""Infected"": ""_3DG"", ""Recovered"": ""Cn"", ""Susceptible"": ""Glu""}, ""reaction_names"": {""Susceptible_to_Infected"": ""v13"", ""Infected_to_Recovered"": ""v5""}}",3,False,,,,,0.3761499792611691,0.37734013805795186
BIOMD0000001045,BIOMD0000000246,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","7479957: 3 species, 2 reactions
  PCC_shuttling: PC_C -> PC_N
  PCN_phosphorylation: PC_N -> PC_NP","{""species_names"": {""Infected"": ""PC_N"", ""Recovered"": ""PC_NP"", ""Susceptible"": ""PC_C""}, ""reaction_names"": {""Susceptible_to_Infected"": ""PCC_shuttling"", ""Infected_to_Recovered"": ""PCN_phosphorylation""}}",2,False,,,,,0.7015352841174052,0.7029921985539807
BIOMD0000001045,BIOMD0000000859,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","760252: 3 species, 2 reactions
  Starch_Formation: trioseP -> starch
  Sucrose_Formation_Starch: starch -> sucr","{""species_names"": {""Infected"": ""starch"", ""Recovered"": ""sucr"", ""Susceptible"": ""trioseP""}, ""reaction_names"": {""Susceptible_to_Infected"": ""Starch_Formation"", ""Infected_to_Recovered"": ""Sucrose_Formation_Starch""}}",1,False,,,,,0.5215761706169049,0.5230015300493831
BIOMD0000001045,BIOMD0000000110,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","654648: 3 species, 2 reactions
  reaction_0000016: ixp -> x
  reaction_0000005: x -> x1","{""species_names"": {""Infected"": ""x"", ""Recovered"": ""x1"", ""Susceptible"": ""ixp""}, ""reaction_names"": {""Susceptible_to_Infected"": ""reaction_0000016"", ""Infected_to_Recovered"": ""reaction_0000005""}}",3,False,,,,,0.47732074121266044,0.4786913302145087
BIOMD0000001045,BIOMD0000000715,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","6600948: 3 species, 2 reactions
  reaction_2: I -> S
  reaction_3: S -> E","{""species_names"": {""Infected"": ""S"", ""Recovered"": ""E"", ""Susceptible"": ""I""}, ""reaction_names"": {""Susceptible_to_Infected"": ""reaction_2"", ""Infected_to_Recovered"": ""reaction_3""}}",3,False,,,,,0.27703439999724777,0.2779829158631415
BIOMD0000001045,BIOMD0000000201,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","8660462: 3 species, 2 reactions
  N_activation: N -> Na
  Na_transport: Na -> Nan","{""species_names"": {""Infected"": ""Na"", ""Recovered"": ""Nan"", ""Susceptible"": ""N""}, ""reaction_names"": {""Susceptible_to_Infected"": ""N_activation"", ""Infected_to_Recovered"": ""Na_transport""}}",2,False,,,,,0.6221208760618173,0.6236062343062152
BIOMD0000001045,BIOMD0000000053,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","3546541: 3 species, 2 reactions
  v2b: Amadori -> Schiff
  v6: Schiff -> CML","{""species_names"": {""Infected"": ""Schiff"", ""Recovered"": ""CML"", ""Susceptible"": ""Amadori""}, ""reaction_names"": {""Susceptible_to_Infected"": ""v2b"", ""Infected_to_Recovered"": ""v6""}}",2,False,,,,,0.29804358807665654,0.29904820331721405
BIOMD0000001045,BIOMD0000000577,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","6114322: 3 species, 2 reactions
  cCOP1n_import: cCOP1c -> cCOP1n
  cCOP1d_activ: cCOP1n -> cCOP1d","{""species_names"": {""Infected"": ""cCOP1n"", ""Recovered"": ""cCOP1d"", ""Susceptible"": ""cCOP1c""}, ""reaction_names"": {""Susceptible_to_Infected"": ""cCOP1n_import"", ""Infected_to_Recovered"": ""cCOP1d_activ""}}",1,False,,,,,0.8485320402998876,0.8496845975032914
BIOMD0000001045,BIOMD0000000428,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","3688345: 3 species, 2 reactions
  PGAM_c: _3PGA_c -> _2PGA_c
  ENO_c: _2PGA_c -> PEP_c","{""species_names"": {""Infected"": ""_2PGA_c"", ""Recovered"": ""PEP_c"", ""Susceptible"": ""_3PGA_c""}, ""reaction_names"": {""Susceptible_to_Infected"": ""PGAM_c"", ""Infected_to_Recovered"": ""ENO_c""}}",4,False,,,,,0.49250966147806086,0.4939008276386029
BIOMD0000001045,BIOMD0000000190,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","9532028: 3 species, 2 reactions
  MAT: Met -> SAM
  SAMdc: SAM -> A","{""species_names"": {""Infected"": ""SAM"", ""Recovered"": ""A"", ""Susceptible"": ""Met""}, ""reaction_names"": {""Susceptible_to_Infected"": ""MAT"", ""Infected_to_Recovered"": ""SAMdc""}}",1,False,,,,,0.3184422547374054,0.31949889820101085
BIOMD0000001045,BIOMD0000000091,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","49061: 3 species, 2 reactions
  misfolding: NatP -> MisP
  proteinAggregation2: MisP + AggP -> 2.0 AggP","{""species_names"": {""Infected"": ""MisP"", ""Recovered"": ""AggP"", ""Susceptible"": ""NatP""}, ""reaction_names"": {""Susceptible_to_Infected"": ""misfolding"", ""Infected_to_Recovered"": ""proteinAggregation2""}}",1,False,,,,,0.49250966147806086,0.4939008276386029
BIOMD0000001045,BIOMD0000000711,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","4714490: 3 species, 2 reactions
  R_virus_resistant_state_decay: Resistant_cells__R -> Healthy_Epithelial_cells__H
  Infection_of_Healthy_Epithelial_cells_by__V: Healthy_Epithelial_cells__H -> Infected_Epithelial_cells__I","{""species_names"": {""Infected"": ""Healthy_Epithelial_cells__H"", ""Recovered"": ""Infected_Epithelial_cells__I"", ""Susceptible"": ""Resistant_cells__R""}, ""reaction_names"": {""Susceptible_to_Infected"": ""R_virus_resistant_state_decay"", ""Infected_to_Recovered"": ""Infection_of_Healthy_Epithelial_cells_by__V""}}",1,False,,,,,0.5354790398725682,0.5369182504503618
BIOMD0000001045,BIOMD0000000467,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","4755024: 3 species, 2 reactions
  re41: s52 -> s48
  re42: s48 -> s47","{""species_names"": {""Infected"": ""s48"", ""Recovered"": ""s47"", ""Susceptible"": ""s52""}, ""reaction_names"": {""Susceptible_to_Infected"": ""re41"", ""Infected_to_Recovered"": ""re42""}}",3,False,,,,,0.5072571957597053,0.5086665787271744
BIOMD0000001045,BIOMD0000000439,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","1773818: 3 species, 2 reactions
  R19: z1 -> z2
  R20: z2 -> z3","{""species_names"": {""Infected"": ""z2"", ""Recovered"": ""z3"", ""Susceptible"": ""z1""}, ""reaction_names"": {""Susceptible_to_Infected"": ""R19"", ""Infected_to_Recovered"": ""R20""}}",1,False,,,,,0.4616772245119848,0.4630247508101888
BIOMD0000001045,BIOMD0000000176,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","9528993: 3 species, 2 reactions
  GPM: P3G -> P2G
  ENO: P2G -> PEP","{""species_names"": {""Infected"": ""P2G"", ""Recovered"": ""PEP"", ""Susceptible"": ""P3G""}, ""reaction_names"": {""Susceptible_to_Infected"": ""GPM"", ""Infected_to_Recovered"": ""ENO""}}",1,False,,,,,0.42897157125565233,0.43026498759701737
BIOMD0000001045,BIOMD0000000858,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","6786012: 3 species, 2 reactions
  Starch_Formation: trioseP -> starch
  Sucrose_Formation_Starch: starch -> sucr","{""species_names"": {""Infected"": ""starch"", ""Recovered"": ""sucr"", ""Susceptible"": ""trioseP""}, ""reaction_names"": {""Susceptible_to_Infected"": ""Starch_Formation"", ""Infected_to_Recovered"": ""Sucrose_Formation_Starch""}}",1,False,,,,,0.44556550554261365,0.4468873530127414
BIOMD0000001045,BIOMD0000000243,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","5703008: 3 species, 2 reactions
  reaction_20: NF_kB_IkB -> NF_kB_IkB_P
  reaction_21: NF_kB_IkB_P -> NF_kB_star","{""species_names"": {""Infected"": ""NF_kB_IkB_P"", ""Recovered"": ""NF_kB_star"", ""Susceptible"": ""NF_kB_IkB""}, ""reaction_names"": {""Susceptible_to_Infected"": ""reaction_20"", ""Infected_to_Recovered"": ""reaction_21""}}",1,False,,,,,0.49250966147806086,0.4939008276386029
BIOMD0000001045,BIOMD0000000070,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","3976799: 3 species, 2 reactions
  vPGM: Gri3P -> Gri2P
  vENO: Gri2P -> PEP","{""species_names"": {""Infected"": ""Gri2P"", ""Recovered"": ""PEP"", ""Susceptible"": ""Gri3P""}, ""reaction_names"": {""Susceptible_to_Infected"": ""vPGM"", ""Infected_to_Recovered"": ""vENO""}}",1,False,,,,,0.6739265335657614,0.6754020156421732
BIOMD0000001045,BIOMD0000000852,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","3791642: 3 species, 2 reactions
  HSC_MPN_Mutation: x0 -> y0
  MPN_SC_Death: y0 -> a","{""species_names"": {""Infected"": ""y0"", ""Recovered"": ""a"", ""Susceptible"": ""x0""}, ""reaction_names"": {""Susceptible_to_Infected"": ""HSC_MPN_Mutation"", ""Infected_to_Recovered"": ""MPN_SC_Death""}}",1,False,,,,,0.3574784745973204,0.3586277115544526
BIOMD0000001045,BIOMD0000000857,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","4730670: 3 species, 2 reactions
  Starch_Formation: trioseP -> starch
  Sucrose_Formation_Starch: starch -> sucr","{""species_names"": {""Infected"": ""starch"", ""Recovered"": ""sucr"", ""Susceptible"": ""trioseP""}, ""reaction_names"": {""Susceptible_to_Infected"": ""Starch_Formation"", ""Infected_to_Recovered"": ""Sucrose_Formation_Starch""}}",1,False,,,,,0.44556550554261365,0.4468873530127414
BIOMD0000001045,BIOMD0000000177,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","7247214: 3 species, 2 reactions
  PGM: P3G -> P2G
  ENO: P2G -> PEP","{""species_names"": {""Infected"": ""P2G"", ""Recovered"": ""PEP"", ""Susceptible"": ""P3G""}, ""reaction_names"": {""Susceptible_to_Infected"": ""PGM"", ""Infected_to_Recovered"": ""ENO""}}",1,False,,,,,0.4616772245119848,0.4630247508101888
BIOMD0000001045,BIOMD0000000391,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","1892598: 3 species, 2 reactions
  PG_I: F6P -> G6P
  PG_M: G6P -> G1P","{""species_names"": {""Infected"": ""G6P"", ""Recovered"": ""G1P"", ""Susceptible"": ""F6P""}, ""reaction_names"": {""Susceptible_to_Infected"": ""PG_I"", ""Infected_to_Recovered"": ""PG_M""}}",1,False,,,,,0.4616772245119848,0.4630247508101888
BIOMD0000001045,BIOMD0000000646,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","170489: 3 species, 2 reactions
  Emi1_degradation_from_Cdh1p_Emi1_complexes: Emi1Cdh1p -> Cdh1p
  Cdh1_dephosphorylation: Cdh1p -> Cdh1","{""species_names"": {""Infected"": ""Cdh1p"", ""Recovered"": ""Cdh1"", ""Susceptible"": ""Emi1Cdh1p""}, ""reaction_names"": {""Susceptible_to_Infected"": ""Emi1_degradation_from_Cdh1p_Emi1_complexes"", ""Infected_to_Recovered"": ""Cdh1_dephosphorylation""}}",4,False,,,,,0.5072571957597053,0.5086665787271744
BIOMD0000001045,BIOMD0000000445,"BIOMD0000001045: 3 species, 2 reactions
  Susceptible_to_Infected: Susceptible -> Infected
  Infected_to_Recovered: Infected -> Recovered","2774109: 3 species, 2 reactions
  cCOP1n_import: cCOP1c -> cCOP1n
  cCOP1d_activ: cCOP1n -> cCOP1d","{""species_names"": {""Infected"": ""cCOP1n"", ""Recovered"": ""cCOP1d"", ""Susceptible"": ""cCOP1c""}, ""reaction_names"": {""Susceptible_to_Infected"": ""cCOP1n_import"", ""Infected_to_Recovered"": ""cCOP1d_activ""}}",1,False,,,,,0.8485320402998876,0.8496845975032914
